dado: 53.620000, bin_esq: 53.600000, bin_dir: 53.700000, local_j = 536
dado: 52.850000, bin_esq: 52.800000, bin_dir: 52.900000, local_j = 528
dado: 75.350000, bin_esq: 75.300000, bin_dir: 75.400000, local_j = 753
dado: 43.460000, bin_esq: 43.400000, bin_dir: 43.500000, local_j = 434
dado: 39.390000, bin_esq: 39.300000, bin_dir: 39.400000, local_j = 393
dado: 9.610000, bin_esq: 9.600000, bin_dir: 9.700000, local_j = 96
dado: 22.890000, bin_esq: 22.800000, bin_dir: 22.900000, local_j = 228
dado: 4.340000, bin_esq: 4.300000, bin_dir: 4.400000, local_j = 43
dado: 35.470000, bin_esq: 35.400000, bin_dir: 35.500000, local_j = 354
dado: 43.270000, bin_esq: 43.200000, bin_dir: 43.300000, local_j = 432
dado: 70.390000, bin_esq: 70.300000, bin_dir: 70.400000, local_j = 703
dado: 15.930000, bin_esq: 15.900000, bin_dir: 16.000000, local_j = 159
dado: 54.800000, bin_esq: 54.700000, bin_dir: 54.800000, local_j = 547
dado: 15.990000, bin_esq: 15.900000, bin_dir: 16.000000, local_j = 159
dado: 50.470000, bin_esq: 50.400000, bin_dir: 50.500000, local_j = 504
dado: 4.100000, bin_esq: 4.000000, bin_dir: 4.100000, local_j = 40
dado: 12.710000, bin_esq: 12.700000, bin_dir: 12.800000, local_j = 127
dado: 30.650000, bin_esq: 30.600000, bin_dir: 30.700000, local_j = 306
dado: 74.170000, bin_esq: 74.100000, bin_dir: 74.200000, local_j = 741
dado: 70.420000, bin_esq: 70.400000, bin_dir: 70.500000, local_j = 704
dado: 71.570000, bin_esq: 71.500000, bin_dir: 71.600000, local_j = 715
dado: 66.530000, bin_esq: 66.500000, bin_dir: 66.600000, local_j = 665
dado: 34.880000, bin_esq: 34.800000, bin_dir: 34.900000, local_j = 348
dado: 9.660000, bin_esq: 9.600000, bin_dir: 9.700000, local_j = 96
dado: 91.550000, bin_esq: 91.500000, bin_dir: 91.600000, local_j = 915
dado: 72.490000, bin_esq: 72.400000, bin_dir: 72.500000, local_j = 724
dado: 64.860000, bin_esq: 64.800000, bin_dir: 64.900000, local_j = 648
dado: 42.680000, bin_esq: 42.600000, bin_dir: 42.700000, local_j = 426
dado: 28.790000, bin_esq: 28.700000, bin_dir: 28.800000, local_j = 287
dado: 0.180000, bin_esq: 0.100000, bin_dir: 0.200000, local_j = 1
dado: 34.110000, bin_esq: 34.100000, bin_dir: 34.200000, local_j = 341
dado: 8.370000, bin_esq: 8.300000, bin_dir: 8.400000, local_j = 83
dado: 79.520000, bin_esq: 79.500000, bin_dir: 79.600000, local_j = 795
dado: 9.280000, bin_esq: 9.200000, bin_dir: 9.300000, local_j = 92
dado: 77.560000, bin_esq: 77.500000, bin_dir: 77.600000, local_j = 775
dado: 71.780000, bin_esq: 71.700000, bin_dir: 71.800000, local_j = 717
dado: 88.190000, bin_esq: 88.100000, bin_dir: 88.200000, local_j = 881
dado: 40.750000, bin_esq: 40.700000, bin_dir: 40.800000, local_j = 407
dado: 94.720000, bin_esq: 94.700000, bin_dir: 94.800000, local_j = 947
dado: 97.650000, bin_esq: 97.600000, bin_dir: 97.700000, local_j = 976
dado: 48.320000, bin_esq: 48.300000, bin_dir: 48.400000, local_j = 483
dado: 63.300000, bin_esq: 63.200000, bin_dir: 63.300000, local_j = 632
dado: 55.320000, bin_esq: 55.300000, bin_dir: 55.400000, local_j = 553
dado: 53.360000, bin_esq: 53.300000, bin_dir: 53.400000, local_j = 533
dado: 10.840000, bin_esq: 10.800000, bin_dir: 10.900000, local_j = 108
dado: 89.540000, bin_esq: 89.500000, bin_dir: 89.600000, local_j = 895
dado: 20.790000, bin_esq: 20.700000, bin_dir: 20.800000, local_j = 207
dado: 72.930000, bin_esq: 72.900000, bin_dir: 73.000000, local_j = 729
dado: 50.140000, bin_esq: 50.100000, bin_dir: 50.200000, local_j = 501
dado: 81.340000, bin_esq: 81.300000, bin_dir: 81.400000, local_j = 813
dado: 89.210000, bin_esq: 89.200000, bin_dir: 89.300000, local_j = 892
dado: 28.190000, bin_esq: 28.100000, bin_dir: 28.200000, local_j = 281
dado: 56.040000, bin_esq: 56.000000, bin_dir: 56.100000, local_j = 560
dado: 24.030000, bin_esq: 24.000000, bin_dir: 24.100000, local_j = 240
dado: 99.590000, bin_esq: 99.500000, bin_dir: 99.600000, local_j = 995
dado: 89.260000, bin_esq: 89.200000, bin_dir: 89.300000, local_j = 892
dado: 33.420000, bin_esq: 33.400000, bin_dir: 33.500000, local_j = 334
dado: 63.710000, bin_esq: 63.700000, bin_dir: 63.800000, local_j = 637
dado: 32.140000, bin_esq: 32.100000, bin_dir: 32.200000, local_j = 321
dado: 71.110000, bin_esq: 71.100000, bin_dir: 71.200000, local_j = 711
dado: 79.380000, bin_esq: 79.300000, bin_dir: 79.400000, local_j = 793
dado: 61.410000, bin_esq: 61.400000, bin_dir: 61.500000, local_j = 614
dado: 96.170000, bin_esq: 96.100000, bin_dir: 96.200000, local_j = 961
dado: 79.710000, bin_esq: 79.700000, bin_dir: 79.800000, local_j = 797
dado: 16.440000, bin_esq: 16.400000, bin_dir: 16.500000, local_j = 164
dado: 77.480000, bin_esq: 77.400000, bin_dir: 77.500000, local_j = 774
dado: 49.300000, bin_esq: 49.200000, bin_dir: 49.300000, local_j = 492
dado: 72.300000, bin_esq: 72.200000, bin_dir: 72.300000, local_j = 722
dado: 52.330000, bin_esq: 52.300000, bin_dir: 52.400000, local_j = 523
dado: 34.290000, bin_esq: 34.200000, bin_dir: 34.300000, local_j = 342
dado: 32.210000, bin_esq: 32.200000, bin_dir: 32.300000, local_j = 322
dado: 49.650000, bin_esq: 49.600000, bin_dir: 49.700000, local_j = 496
dado: 96.540000, bin_esq: 96.500000, bin_dir: 96.600000, local_j = 965
dado: 1.770000, bin_esq: 1.700000, bin_dir: 1.800000, local_j = 17
dado: 96.640000, bin_esq: 96.600000, bin_dir: 96.700000, local_j = 966
dado: 10.470000, bin_esq: 10.400000, bin_dir: 10.500000, local_j = 104
dado: 18.520000, bin_esq: 18.500000, bin_dir: 18.600000, local_j = 185
dado: 72.120000, bin_esq: 72.100000, bin_dir: 72.200000, local_j = 721
dado: 29.270000, bin_esq: 29.200000, bin_dir: 29.300000, local_j = 292
dado: 41.760000, bin_esq: 41.700000, bin_dir: 41.800000, local_j = 417
dado: 4.430000, bin_esq: 4.400000, bin_dir: 4.500000, local_j = 44
dado: 56.450000, bin_esq: 56.400000, bin_dir: 56.500000, local_j = 564
dado: 43.790000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 50.530000, bin_esq: 50.500000, bin_dir: 50.600000, local_j = 505
dado: 53.180000, bin_esq: 53.100000, bin_dir: 53.200000, local_j = 531
dado: 54.260000, bin_esq: 54.200000, bin_dir: 54.300000, local_j = 542
dado: 3.630000, bin_esq: 3.600000, bin_dir: 3.700000, local_j = 36
dado: 10.610000, bin_esq: 10.600000, bin_dir: 10.700000, local_j = 106
dado: 52.890000, bin_esq: 52.800000, bin_dir: 52.900000, local_j = 528
dado: 34.680000, bin_esq: 34.600000, bin_dir: 34.700000, local_j = 346
dado: 48.620000, bin_esq: 48.600000, bin_dir: 48.700000, local_j = 486
dado: 87.070000, bin_esq: 87.000000, bin_dir: 87.100000, local_j = 870
dado: 69.070000, bin_esq: 69.000000, bin_dir: 69.100000, local_j = 690
dado: 85.880000, bin_esq: 85.800000, bin_dir: 85.900000, local_j = 858
dado: 12.040000, bin_esq: 12.000000, bin_dir: 12.100000, local_j = 120
dado: 68.080000, bin_esq: 68.000000, bin_dir: 68.100000, local_j = 680
dado: 1.800000, bin_esq: 1.700000, bin_dir: 1.800000, local_j = 17
dado: 67.420000, bin_esq: 67.400000, bin_dir: 67.500000, local_j = 674
dado: 1.980000, bin_esq: 1.900000, bin_dir: 2.000000, local_j = 19
dado: 26.580000, bin_esq: 26.500000, bin_dir: 26.600000, local_j = 265
dado: 33.270000, bin_esq: 33.200000, bin_dir: 33.300000, local_j = 332
dado: 98.770000, bin_esq: 98.700000, bin_dir: 98.800000, local_j = 987
dado: 79.660000, bin_esq: 79.600000, bin_dir: 79.700000, local_j = 796
dado: 53.800000, bin_esq: 53.700000, bin_dir: 53.800000, local_j = 537
dado: 39.370000, bin_esq: 39.300000, bin_dir: 39.400000, local_j = 393
dado: 69.600000, bin_esq: 69.500000, bin_dir: 69.600000, local_j = 695
dado: 28.510000, bin_esq: 28.500000, bin_dir: 28.600000, local_j = 285
dado: 71.980000, bin_esq: 71.900000, bin_dir: 72.000000, local_j = 719
dado: 16.950000, bin_esq: 16.900000, bin_dir: 17.000000, local_j = 169
dado: 79.100000, bin_esq: 79.100000, bin_dir: 79.200000, local_j = 791
dado: 93.180000, bin_esq: 93.100000, bin_dir: 93.200000, local_j = 931
dado: 94.520000, bin_esq: 94.500000, bin_dir: 94.600000, local_j = 945
dado: 53.360000, bin_esq: 53.300000, bin_dir: 53.400000, local_j = 533
dado: 61.500000, bin_esq: 61.400000, bin_dir: 61.500000, local_j = 614
dado: 48.250000, bin_esq: 48.200000, bin_dir: 48.300000, local_j = 482
dado: 25.760000, bin_esq: 25.700000, bin_dir: 25.800000, local_j = 257
dado: 61.650000, bin_esq: 61.600000, bin_dir: 61.700000, local_j = 616
dado: 93.470000, bin_esq: 93.400000, bin_dir: 93.500000, local_j = 934
dado: 79.730000, bin_esq: 79.700000, bin_dir: 79.800000, local_j = 797
dado: 10.670000, bin_esq: 10.600000, bin_dir: 10.700000, local_j = 106
dado: 59.050000, bin_esq: 59.000000, bin_dir: 59.100000, local_j = 590
dado: 18.660000, bin_esq: 18.600000, bin_dir: 18.700000, local_j = 186
dado: 43.070000, bin_esq: 43.000000, bin_dir: 43.100000, local_j = 430
dado: 83.640000, bin_esq: 83.600000, bin_dir: 83.700000, local_j = 836
dado: 69.610000, bin_esq: 69.600000, bin_dir: 69.700000, local_j = 696
dado: 16.490000, bin_esq: 16.400000, bin_dir: 16.500000, local_j = 164
dado: 33.340000, bin_esq: 33.300000, bin_dir: 33.400000, local_j = 333
dado: 43.750000, bin_esq: 43.700000, bin_dir: 43.800000, local_j = 437
dado: 32.380000, bin_esq: 32.300000, bin_dir: 32.400000, local_j = 323
dado: 29.110000, bin_esq: 29.100000, bin_dir: 29.200000, local_j = 291
dado: 68.140000, bin_esq: 68.100000, bin_dir: 68.200000, local_j = 681
dado: 54.210000, bin_esq: 54.200000, bin_dir: 54.300000, local_j = 542
dado: 40.360000, bin_esq: 40.300000, bin_dir: 40.400000, local_j = 403
dado: 46.110000, bin_esq: 46.100000, bin_dir: 46.200000, local_j = 461
dado: 29.170000, bin_esq: 29.100000, bin_dir: 29.200000, local_j = 291
dado: 62.930000, bin_esq: 62.900000, bin_dir: 63.000000, local_j = 629
dado: 47.690000, bin_esq: 47.600000, bin_dir: 47.700000, local_j = 476
dado: 1.990000, bin_esq: 1.900000, bin_dir: 2.000000, local_j = 19
dado: 84.880000, bin_esq: 84.800000, bin_dir: 84.900000, local_j = 848
dado: 3.570000, bin_esq: 3.500000, bin_dir: 3.600000, local_j = 35
dado: 96.110000, bin_esq: 96.100000, bin_dir: 96.200000, local_j = 961
dado: 35.970000, bin_esq: 35.900000, bin_dir: 36.000000, local_j = 359
dado: 23.660000, bin_esq: 23.600000, bin_dir: 23.700000, local_j = 236
dado: 16.750000, bin_esq: 16.700000, bin_dir: 16.800000, local_j = 167
dado: 10.810000, bin_esq: 10.800000, bin_dir: 10.900000, local_j = 108
dado: 2.230000, bin_esq: 2.200000, bin_dir: 2.300000, local_j = 22
dado: 73.030000, bin_esq: 73.000000, bin_dir: 73.100000, local_j = 730
dado: 74.420000, bin_esq: 74.400000, bin_dir: 74.500000, local_j = 744
dado: 77.370000, bin_esq: 77.300000, bin_dir: 77.400000, local_j = 773
dado: 20.220000, bin_esq: 20.200000, bin_dir: 20.300000, local_j = 202
dado: 37.900000, bin_esq: 37.800000, bin_dir: 37.900000, local_j = 378
dado: 0.570000, bin_esq: 0.500000, bin_dir: 0.600000, local_j = 5
dado: 66.230000, bin_esq: 66.200000, bin_dir: 66.300000, local_j = 662
dado: 30.240000, bin_esq: 30.200000, bin_dir: 30.300000, local_j = 302
dado: 77.590000, bin_esq: 77.500000, bin_dir: 77.600000, local_j = 775
dado: 41.160000, bin_esq: 41.100000, bin_dir: 41.200000, local_j = 411
dado: 82.380000, bin_esq: 82.300000, bin_dir: 82.400000, local_j = 823
dado: 79.400000, bin_esq: 79.400000, bin_dir: 79.500000, local_j = 794
dado: 64.380000, bin_esq: 64.300000, bin_dir: 64.400000, local_j = 643
dado: 26.590000, bin_esq: 26.500000, bin_dir: 26.600000, local_j = 265
dado: 32.180000, bin_esq: 32.100000, bin_dir: 32.200000, local_j = 321
dado: 31.720000, bin_esq: 31.700000, bin_dir: 31.800000, local_j = 317
dado: 13.490000, bin_esq: 13.400000, bin_dir: 13.500000, local_j = 134
dado: 79.610000, bin_esq: 79.600000, bin_dir: 79.700000, local_j = 796
dado: 17.200000, bin_esq: 17.200000, bin_dir: 17.300000, local_j = 172
dado: 17.380000, bin_esq: 17.300000, bin_dir: 17.400000, local_j = 173
dado: 36.160000, bin_esq: 36.100000, bin_dir: 36.200000, local_j = 361
dado: 55.540000, bin_esq: 55.500000, bin_dir: 55.600000, local_j = 555
dado: 94.380000, bin_esq: 94.300000, bin_dir: 94.400000, local_j = 943
dado: 78.280000, bin_esq: 78.200000, bin_dir: 78.300000, local_j = 782
dado: 78.970000, bin_esq: 78.900000, bin_dir: 79.000000, local_j = 789
dado: 45.530000, bin_esq: 45.500000, bin_dir: 45.600000, local_j = 455
dado: 54.490000, bin_esq: 54.400000, bin_dir: 54.500000, local_j = 544
dado: 31.430000, bin_esq: 31.400000, bin_dir: 31.500000, local_j = 314
dado: 5.110000, bin_esq: 5.100000, bin_dir: 5.200000, local_j = 51
dado: 99.010000, bin_esq: 99.000000, bin_dir: 99.100000, local_j = 990
dado: 10.340000, bin_esq: 10.300000, bin_dir: 10.400000, local_j = 103
dado: 54.980000, bin_esq: 54.900000, bin_dir: 55.000000, local_j = 549
dado: 3.070000, bin_esq: 3.000000, bin_dir: 3.100000, local_j = 30
dado: 81.860000, bin_esq: 81.800000, bin_dir: 81.900000, local_j = 818
dado: 30.580000, bin_esq: 30.500000, bin_dir: 30.600000, local_j = 305
dado: 90.070000, bin_esq: 90.000000, bin_dir: 90.100000, local_j = 900
dado: 66.300000, bin_esq: 66.200000, bin_dir: 66.300000, local_j = 662
dado: 95.160000, bin_esq: 95.100000, bin_dir: 95.200000, local_j = 951
dado: 83.940000, bin_esq: 83.900000, bin_dir: 84.000000, local_j = 839
dado: 70.730000, bin_esq: 70.700000, bin_dir: 70.800000, local_j = 707
dado: 25.920000, bin_esq: 25.900000, bin_dir: 26.000000, local_j = 259
dado: 28.340000, bin_esq: 28.300000, bin_dir: 28.400000, local_j = 283
dado: 8.380000, bin_esq: 8.300000, bin_dir: 8.400000, local_j = 83
dado: 47.510000, bin_esq: 47.500000, bin_dir: 47.600000, local_j = 475
dado: 16.740000, bin_esq: 16.700000, bin_dir: 16.800000, local_j = 167
dado: 85.720000, bin_esq: 85.700000, bin_dir: 85.800000, local_j = 857
dado: 67.890000, bin_esq: 67.800000, bin_dir: 67.900000, local_j = 678
dado: 16.630000, bin_esq: 16.600000, bin_dir: 16.700000, local_j = 166
dado: 69.170000, bin_esq: 69.100000, bin_dir: 69.200000, local_j = 691
dado: 9.300000, bin_esq: 9.300000, bin_dir: 9.400000, local_j = 93
dado: 53.590000, bin_esq: 53.500000, bin_dir: 53.600000, local_j = 535
dado: 33.500000, bin_esq: 33.400000, bin_dir: 33.500000, local_j = 334
dado: 19.020000, bin_esq: 19.000000, bin_dir: 19.100000, local_j = 190
dado: 6.800000, bin_esq: 6.800000, bin_dir: 6.900000, local_j = 68
dado: 90.000000, bin_esq: 90.000000, bin_dir: 90.100000, local_j = 900
dado: 1.150000, bin_esq: 1.100000, bin_dir: 1.200000, local_j = 11
dado: 68.410000, bin_esq: 68.400000, bin_dir: 68.500000, local_j = 684
dado: 87.370000, bin_esq: 87.300000, bin_dir: 87.400000, local_j = 873
dado: 3.950000, bin_esq: 3.900000, bin_dir: 4.000000, local_j = 39
dado: 51.960000, bin_esq: 51.900000, bin_dir: 52.000000, local_j = 519
dado: 50.840000, bin_esq: 50.800000, bin_dir: 50.900000, local_j = 508
dado: 74.740000, bin_esq: 74.700000, bin_dir: 74.800000, local_j = 747
dado: 97.830000, bin_esq: 97.800000, bin_dir: 97.900000, local_j = 978
dado: 95.000000, bin_esq: 95.000000, bin_dir: 95.100000, local_j = 950
dado: 57.800000, bin_esq: 57.700000, bin_dir: 57.800000, local_j = 577
dado: 96.770000, bin_esq: 96.700000, bin_dir: 96.800000, local_j = 967
dado: 51.500000, bin_esq: 51.400000, bin_dir: 51.500000, local_j = 514
dado: 27.860000, bin_esq: 27.800000, bin_dir: 27.900000, local_j = 278
dado: 24.300000, bin_esq: 24.200000, bin_dir: 24.300000, local_j = 242
dado: 32.770000, bin_esq: 32.700000, bin_dir: 32.800000, local_j = 327
dado: 30.630000, bin_esq: 30.600000, bin_dir: 30.700000, local_j = 306
dado: 42.410000, bin_esq: 42.400000, bin_dir: 42.500000, local_j = 424
dado: 91.300000, bin_esq: 91.300000, bin_dir: 91.400000, local_j = 913
dado: 97.670000, bin_esq: 97.600000, bin_dir: 97.700000, local_j = 976
dado: 81.730000, bin_esq: 81.700000, bin_dir: 81.800000, local_j = 817
dado: 39.110000, bin_esq: 39.100000, bin_dir: 39.200000, local_j = 391
dado: 53.750000, bin_esq: 53.700000, bin_dir: 53.800000, local_j = 537
dado: 47.260000, bin_esq: 47.200000, bin_dir: 47.300000, local_j = 472
dado: 65.590000, bin_esq: 65.500000, bin_dir: 65.600000, local_j = 655
dado: 43.150000, bin_esq: 43.100000, bin_dir: 43.200000, local_j = 431
dado: 73.410000, bin_esq: 73.400000, bin_dir: 73.500000, local_j = 734
dado: 83.960000, bin_esq: 83.900000, bin_dir: 84.000000, local_j = 839
dado: 80.510000, bin_esq: 80.500000, bin_dir: 80.600000, local_j = 805
dado: 86.190000, bin_esq: 86.100000, bin_dir: 86.200000, local_j = 861
dado: 35.280000, bin_esq: 35.200000, bin_dir: 35.300000, local_j = 352
dado: 39.060000, bin_esq: 39.000000, bin_dir: 39.100000, local_j = 390
dado: 83.850000, bin_esq: 83.800000, bin_dir: 83.900000, local_j = 838
dado: 4.340000, bin_esq: 4.300000, bin_dir: 4.400000, local_j = 43
dado: 53.910000, bin_esq: 53.900000, bin_dir: 54.000000, local_j = 539
dado: 20.220000, bin_esq: 20.200000, bin_dir: 20.300000, local_j = 202
dado: 34.580000, bin_esq: 34.500000, bin_dir: 34.600000, local_j = 345
dado: 0.110000, bin_esq: 0.100000, bin_dir: 0.200000, local_j = 1
dado: 14.170000, bin_esq: 14.100000, bin_dir: 14.200000, local_j = 141
dado: 54.850000, bin_esq: 54.800000, bin_dir: 54.900000, local_j = 548
dado: 20.960000, bin_esq: 20.900000, bin_dir: 21.000000, local_j = 209
dado: 84.490000, bin_esq: 84.400000, bin_dir: 84.500000, local_j = 844
dado: 15.890000, bin_esq: 15.800000, bin_dir: 15.900000, local_j = 158
dado: 31.060000, bin_esq: 31.000000, bin_dir: 31.100000, local_j = 310
dado: 18.140000, bin_esq: 18.100000, bin_dir: 18.200000, local_j = 181
dado: 73.020000, bin_esq: 73.000000, bin_dir: 73.100000, local_j = 730
dado: 28.560000, bin_esq: 28.500000, bin_dir: 28.600000, local_j = 285
dado: 64.420000, bin_esq: 64.400000, bin_dir: 64.500000, local_j = 644
dado: 33.880000, bin_esq: 33.800000, bin_dir: 33.900000, local_j = 338
dado: 6.730000, bin_esq: 6.700000, bin_dir: 6.800000, local_j = 67
dado: 34.820000, bin_esq: 34.800000, bin_dir: 34.900000, local_j = 348
dado: 9.110000, bin_esq: 9.100000, bin_dir: 9.200000, local_j = 91
dado: 63.610000, bin_esq: 63.600000, bin_dir: 63.700000, local_j = 636
dado: 16.510000, bin_esq: 16.500000, bin_dir: 16.600000, local_j = 165
dado: 53.060000, bin_esq: 53.000000, bin_dir: 53.100000, local_j = 530
dado: 81.070000, bin_esq: 81.000000, bin_dir: 81.100000, local_j = 810
dado: 46.130000, bin_esq: 46.100000, bin_dir: 46.200000, local_j = 461
dado: 67.250000, bin_esq: 67.200000, bin_dir: 67.300000, local_j = 672
dado: 73.640000, bin_esq: 73.600000, bin_dir: 73.700000, local_j = 736
dado: 91.920000, bin_esq: 91.900000, bin_dir: 92.000000, local_j = 919
dado: 29.020000, bin_esq: 29.000000, bin_dir: 29.100000, local_j = 290
dado: 55.910000, bin_esq: 55.900000, bin_dir: 56.000000, local_j = 559
dado: 69.240000, bin_esq: 69.200000, bin_dir: 69.300000, local_j = 692
dado: 52.400000, bin_esq: 52.300000, bin_dir: 52.400000, local_j = 523
dado: 2.490000, bin_esq: 2.400000, bin_dir: 2.500000, local_j = 24
dado: 73.280000, bin_esq: 73.200000, bin_dir: 73.300000, local_j = 732
dado: 48.150000, bin_esq: 48.100000, bin_dir: 48.200000, local_j = 481
dado: 77.270000, bin_esq: 77.200000, bin_dir: 77.300000, local_j = 772
dado: 39.720000, bin_esq: 39.700000, bin_dir: 39.800000, local_j = 397
dado: 96.970000, bin_esq: 96.900000, bin_dir: 97.000000, local_j = 969
dado: 66.030000, bin_esq: 66.000000, bin_dir: 66.100000, local_j = 660
dado: 32.190000, bin_esq: 32.100000, bin_dir: 32.200000, local_j = 321
dado: 88.020000, bin_esq: 88.000000, bin_dir: 88.100000, local_j = 880
dado: 78.920000, bin_esq: 78.900000, bin_dir: 79.000000, local_j = 789
dado: 54.710000, bin_esq: 54.700000, bin_dir: 54.800000, local_j = 547
dado: 55.670000, bin_esq: 55.600000, bin_dir: 55.700000, local_j = 556
dado: 7.990000, bin_esq: 7.900000, bin_dir: 8.000000, local_j = 79
dado: 67.550000, bin_esq: 67.500000, bin_dir: 67.600000, local_j = 675
dado: 33.680000, bin_esq: 33.600000, bin_dir: 33.700000, local_j = 336
dado: 14.450000, bin_esq: 14.400000, bin_dir: 14.500000, local_j = 144
dado: 94.660000, bin_esq: 94.600000, bin_dir: 94.700000, local_j = 946
dado: 36.620000, bin_esq: 36.600000, bin_dir: 36.700000, local_j = 366
dado: 64.240000, bin_esq: 64.200000, bin_dir: 64.300000, local_j = 642
dado: 41.940000, bin_esq: 41.900000, bin_dir: 42.000000, local_j = 419
dado: 82.820000, bin_esq: 82.800000, bin_dir: 82.900000, local_j = 828
dado: 94.610000, bin_esq: 94.600000, bin_dir: 94.700000, local_j = 946
dado: 6.770000, bin_esq: 6.700000, bin_dir: 6.800000, local_j = 67
dado: 32.700000, bin_esq: 32.600000, bin_dir: 32.700000, local_j = 326
dado: 44.080000, bin_esq: 44.000000, bin_dir: 44.100000, local_j = 440
dado: 49.330000, bin_esq: 49.300000, bin_dir: 49.400000, local_j = 493
